"","id","name","artist","duration_ms","explicit","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","genres","cluster"
"1571","4PuECLfBuUlG3M3JVosPba","Ich sang die ganze Zeit von dir","Tomte",262573,"False",0,0.599,0.567,1,-6.323,0,0.0274,0.0567,0,0.0996,0.524,153.989,4,"german indie,german indie rock,german pop,german rock,hamburger schule",8
"1572","4x0ZEnpVD3venpJfaKRYcB","Pickles from the Jar","Courtney Barnett",168962,"False",39,0.614,0.84,7,-5.355,1,0.109,0.0436,0.000416,0.3,0.524,104.185,4,"australian indie,indie rock,melbourne indie",4
"1573","1NYrdG5FI49ePN4sia6HAI","Nobody Really Cares If You Don't Go to the Party","Courtney Barnett",166080,"False",0,0.421,0.93,9,-5.133,1,0.0741,1.64e-05,0.128,0.341,0.574,136.688,4,"australian indie,indie rock,melbourne indie",12
"1574","1383Zu1y2abieQqFBkTK6c","How to Boil an Egg","Courtney Barnett",232800,"False",0,0.381,0.765,2,-7.074,1,0.04,0.000869,3.5e-06,0.0794,0.757,173.982,4,"australian indie,indie rock,melbourne indie",12
"1575","6QMrwp0056axC1ZveBs5Co","Depreston","Courtney Barnett",292853,"False",0,0.692,0.467,0,-11.577,1,0.0336,0.0246,1.43e-05,0.059,0.422,126.407,4,"australian indie,indie rock,melbourne indie",8
"1576","7IhJ6AUhlSpNLVRBTdptsH","History Eraser","Courtney Barnett",208320,"False",0,0.383,0.887,2,-3.649,1,0.0979,0.000775,6.43e-05,0.2,0.664,120.029,4,"australian indie,indie rock,melbourne indie",12
"1577","0U49QcRHyGfbmhhbNl92Q4","Avant Gardener","Courtney Barnett",312226,"False",0,0.439,0.748,0,-4.51,1,0.0296,0.00131,0.00298,0.117,0.739,115.124,4,"australian indie,indie rock,melbourne indie",10
"1578","7faHRZSIWrNj0LzwGKsTBu","Pedestrian at Best","Courtney Barnett",230560,"False",0,0.479,0.854,11,-6.101,1,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,4,"australian indie,indie rock,melbourne indie",12
"1579","4GHHSefwtzI2QNMWC2IwDP","Elevator Operator","Courtney Barnett",194946,"False",0,0.682,0.769,1,-7.197,1,0.0324,0.000766,0.00898,0.36,0.769,131.693,4,"australian indie,indie rock,melbourne indie",10
"1580","2mNUSPQ9NfBlSrrpd6Isor","Night Vision Binoculars","Passenger",222160,"False",43,0.65,0.675,8,-6.583,1,0.033,0.00925,1.87e-05,0.0726,0.782,105.986,4,"folk-pop,neo mellow,pop,pop rock",10
"1581","0zSNmzpT4eXqw0UgpYR6it","Goodbye","toe",420559,"False",0,0.544,0.655,1,-7.778,0,0.0336,0.471,0.752,0.0929,0.0865,137.035,4,"instrumental math rock,instrumental post-rock,japanese emo,japanese math rock,japanese post-rock,math rock,midwest emo,post-rock",6
"1582","5smS6cpI6hQ1JtfQgmkdov","Capable Of Anything","Ben Folds",230493,"False",34,0.517,0.552,5,-11.722,1,0.0795,0.302,0.0145,0.116,0.381,160.037,4,"permanent wave,piano rock,pop rock",7
"1583","5qxvNjSbm5Z8X5MuqCNc0p","No Nos Sobran los Domingos","Debi Nova",183013,"False",32,0.56,0.416,5,-8.78,1,0.026,0.743,0.00206,0.276,0.45,95.961,4,"musica costarricense,pop costarricense",1
"1584","40riOy7x9W7GXjyGp4pjAv","Hotel California - 2013 Remaster","Eagles",391376,"False",82,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,"album rock,classic rock,country rock,folk rock,heartland rock,mellow gold,rock,soft rock,yacht rock",8
"1585","60l2QlwjNiOpuiGuuwr2qK","Sintiendo","Bomba Estéreo",238840,"False",38,0.7,0.712,4,-11.079,0,0.0386,0.174,0.00151,0.124,0.352,120.009,4,"cumbia,latin alternative,latin rock,pop electronico",8
