"","id","genres","danceability","energy","speechiness","acousticness","instrumentalness","valence","tempo"
"171","5fGIyvtxYc7BiijDvqOFGN","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.557,0.387,0.0435,0.898,0.000192,0.193,0.674612999301376
"172","6hU4qL1RFuy5A5Ndk8t8Sv","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.706,0.426,0.0466,0.285,0.0237,0.429,0.306217749941781
"173","0zN8BlouBz3oDwj5AtkXFA","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.632,0.246,0.0377,0.95,2.81e-05,0.333,0.56280871195872
"174","2cstyWKLChOLpbND4lzazW","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.331,0.574,0.0562,0.64,0.000316,0.378,0.859092524727598
"175","5Fc0FUbxgQlC9ZBAb6ffYt","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.481,0.122,0.0424,0.985,0.000117,0.497,0.597856328671757
"176","2TiTcWEs1CldfTx7fOGfS4","jazz mexicano,mexican indie,nuevo folklore mexicano,veracruz indie",0.601,0.264,0.0451,0.894,0,0.468,0.385094804446678
"177","4J8K6BXGwwoHaAVTJ2N2Wu","arab alternative,arab folk,arab pop,lebanese indie,lebanese pop",0.628,0.445,0.031,0.651,0.00398,0.49,0.451788844084374
"178","19NIjFhiWnEjv7CzjTmBbL","jazz catala",0.58,0.18,0.0435,0.992,0.00679,0.509,0.22932012893895
"179","067AqILNtaIPWQNeIM7nte","latin,latin alternative,latin rock,mexican rock,rock en espanol",0.399,0.874,0.0328,0.000192,0.0187,0.594,0.819859294757872
"180","6kdCN6gTWLcLxmLXoUcwuI","latin,latin alternative,latin rock,mexican rock,rock en espanol",0.583,0.731,0.0271,0.0107,0.0136,0.446,0.635661670078074
"181","57YKyo8SW8lujChukFU3qY","electropop,indie pop,pop",0.493,0.313,0.0406,0.86,0.109,0.163,0.678498326980353
"182","5BHvj11hSbdHzwXIl9Sq62","electropop,indie pop,pop",0.427,0.492,0.0563,0.697,1.16e-05,0.308,0.390450918628737
"183","2u5BTZaxG4iRrE9abqzVFL","electropop,indie pop,pop",0.573,0.488,0.0389,0.545,4.36e-05,0.19,0.328696270330559
"184","0Ue6Bvzrf13VCxFyDcvvpc","electropop,indie pop,pop",0.434,0.338,0.07,0.497,1.86e-06,0.238,0.576903749279927
"185","5cfmgYzPoB5Ml1dhgaIdrN","electropop,indie pop,pop",0.606,0.475,0.0305,0.327,0.000892,0.36,0.255708490115089
"186","7IHp7SCKDtTNJuxhpD27bb","electropop,indie pop,pop",0.572,0.406,0.0427,0.587,4.48e-06,0.265,0.450740908700928
"187","0Y67tWeHOJgYYHHhSyuj7R","electropop,indie pop,pop",0.599,0.747,0.157,0.562,1.5e-06,0.724,0.265348269987376
"188","0MCXatHS2JOJuZGUaQCH1j","new french touch,nouvelle chanson francaise",0.645,0.49,0.148,0.371,0.0272,0.642,0.268314356101925
"189","2dxyTLxvO1xzHSD6fDafwZ","new french touch,nouvelle chanson francaise",0.71,0.458,0.0757,0.71,0.00179,0.29,0.599088112368089
"190","13HCHC9GS6pqvJs6oFg2Fg","electropop,manchester indie,metropopolis,modern alternative rock,modern rock,rock",0.522,0.726,0.0383,0.348,5.47e-06,0.331,0.708465601980659
"191","5rZPu3Hdz9v8y2dNi2eoTg","electropop,manchester indie,metropopolis,modern alternative rock,modern rock,rock",0.528,0.91,0.0433,0.00149,0,0.515,0.421398717964432
"192","7x340DZyQlxuXZOsBHT7kd","electropop,manchester indie,metropopolis,modern alternative rock,modern rock,rock",0.486,0.869,0.0451,0.000237,2.59e-05,0.115,0.463346774687764
"193","2Mnajoh6RFd3hB2l2biv3c","",0.446,0.67,0.032,0.0123,0.00637,0.316,0.230772530610744
"194","4oecUEFtf9m5x8YQFfE1em","bedroom pop,bubblegrunge,indie pop",0.576,0.751,0.0269,0.0125,0.000459,0.38,0.347767468653863
"195","3jK7Phs5IsCWndQVGD4NZz","bedroom pop,bubblegrunge,indie pop",0.571,0.874,0.0273,0.00383,0.0282,0.742,0.495072865214674
"196","3s9eWdn8IymCPvVLcKpjww","bedroom pop,bubblegrunge,indie pop",0.405,0.0854,0.0336,0.968,0.0121,0.148,0.291136060008089
"197","429NtPmr12aypzFH3FkN9l","bedroom pop,bubblegrunge,indie pop",0.532,0.137,0.0717,0.982,0.962,0.301,0.444134625991249
"198","52zzYSu7RUsSFn8cZlVjWp","bedroom pop,bubblegrunge,indie pop",0.447,0.89,0.047,0.000147,0.021,0.269,0.550349924622192
"199","7Iyf6r0AOeswvWKqnT55YK","modern indie pop,rochester ny indie",0.806,0.555,0.0695,0.11,0.00565,0.756,0.341565652232531
"200","7ixCRBD0FZMRBeOBhTu2KD","french indie pop,french indietronica,french pop,nouvelle chanson francaise",0.724,0.697,0.0539,0.138,0.000717,0.961,0.513261591636128
"201","5awqGLNiSTNRtMtWve1bSA","french indie pop,french indietronica,french pop,nouvelle chanson francaise",0.705,0.683,0.0317,0.00514,0.00452,0.792,0.476473544227776
"202","08K7gC545ZLfpwlkKnVDwK","russian alt pop",0.821,0.45,0.0487,0.813,0,0.757,0.525714250695559
"203","1cqlBqJC2FL38DYTXgvQIW","argentine rock,cantautor,chicha,latin alternative,latin rock,nu-cumbia,nueva cancion,rock en espanol,rock nacional",0.565,0.547,0.0385,0.416,0,0.399,0.279994852247239
"204","5D42s3vtQV0yJ5T1LtjADH","argentine rock,cantautor,chicha,latin alternative,latin rock,nu-cumbia,nueva cancion,rock en espanol,rock nacional",0.588,0.607,0.137,0.578,0.0994,0.762,0.772156785841229
"205","3kfXwiFSsdqyWG5C7PULIZ","argentine rock,cantautor,chicha,latin alternative,latin rock,nu-cumbia,nueva cancion,rock en espanol,rock nacional",0.634,0.443,0.0765,0.709,0.00355,0.579,0.268492076137715
"206","63CEiPWa48jFU2Zd5vWWMh","argentine rock,cantautor,chicha,latin alternative,latin rock,nu-cumbia,nueva cancion,rock en espanol,rock nacional",0.402,0.413,0.0674,0.735,0,0.461,0.740412310483031
"207","4MkDZKiVWLLL3TTEhJRHVk","argentine rock,cantautor,chicha,latin alternative,latin rock,nu-cumbia,nueva cancion,rock en espanol,rock nacional",0.525,0.458,0.179,0.445,0,0.642,0.244843054823567
"208","2Mbof1FlIOiDu50T84E56B","",0.821,0.337,0.0645,0.897,0.00235,0.353,0.273884959982351
"209","6iOJoSoSl5GF0Fzbc9Pt89","french indie pop,french indietronica",0.43,0.559,0.0525,0.669,0.00856,0.424,0.235399379818358
"210","5JvW0THoHU1V9GnZ6gj2hB","german indie,german indie rock,german pop,german rock,munich indie",0.45,0.719,0.0524,0.0664,6.8e-06,0.724,0.683934108764662
"211","2zjUG4LbTw8IKjR8AyuJfb","german indie,german indie rock,german pop,german rock,munich indie",0.635,0.661,0.0473,0.0822,1.34e-05,0.467,0.433624630771305
"212","42eJJ4I9dd6EgLj6HB5wWq","german indie,german indie rock,german pop,german rock,munich indie",0.5,0.782,0.0311,0.00714,9.08e-05,0.436,0.286429543198225
"213","3ptJBraFGtaeprD4BHmTfV","german indie,german indie rock,german pop,german rock,munich indie",0.419,0.874,0.0346,0.00144,5.05e-05,0.62,0.20373457206241
"214","08qp0YWWVUdqn5Aa2LOcuE","french pop,variete francaise",0.692,0.526,0.03,0.361,1.91e-06,0.307,0.421484513843778
"215","5nynUvJO0ewYqycdFBxHEb","french pop,variete francaise",0.636,0.827,0.0335,0.0401,3.14e-06,0.875,0.274418120089718
"216","5HVBhkFPa8RcmQ9ZbmyHTK","french pop,variete francaise",0.527,0.101,0.0555,0.963,0,0.281,0.524586647709863
"217","0PbDj1Lh8uZJ2ZcTRSBvQf","rap espanol,urbano espanol,vapor twitch",0.846,0.506,0.0888,0.415,0.000137,0.583,0.513310617852897
"218","0lx2cLdOt3piJbcaXIV74f","dance pop,pop,pop dance",0.392,0.574,0.17,0.833,0.00179,0.529,0.213576585078871
"219","3k7ne7VmH43ZPWxPdvPUgR","dance pop,pop,pop dance",0.537,0.537,0.0617,0.819,0.000904,0.292,0.377710230545784
"220","580t2NTEMOuCHV1sN3uhyD","dance pop,pop,pop dance",0.752,0.678,0.0646,0.085,1.64e-06,0.583,0.304869528980622
"221","0w7lKfhxW190u1ckXi45E9","classic rock,glam rock,rock",0.354,0.843,0.378,0.355,0.0126,0.348,0.559873267229651
"222","4cIPLtg1avt2Jm3ne9S1zy","classic rock,glam rock,rock",0.535,0.651,0.0544,0.391,0,0.612,0.434844157913444
"223","3vCHmbyOgc6pgwLUWfU4pF","classic rock,glam rock,rock",0.461,0.69,0.0611,0.169,1.01e-06,0.353,0.396217627376239
"224","1lCRw5FEZ1gPDNPzy1K4zW","classic rock,glam rock,rock",0.268,0.459,0.0346,0.378,0,0.175,0.10979421245511
"225","2fuCquhmrzHpu5xcA1ci9x","classic rock,glam rock,rock",0.671,0.712,0.0476,0.429,0,0.462,0.413928348184192
"226","5vdp5UmvTsnMEMESIF2Ym7","classic rock,glam rock,rock",0.933,0.528,0.161,0.112,0.312,0.754,0.390408020689063
"227","4pbJqGIASGPr0ZpGpnWkDn","classic rock,glam rock,rock",0.692,0.497,0.119,0.676,0,0.475,0.214777727389722
"228","1AhDOtG9vPSOmsWgNW0BEY","classic rock,glam rock,rock",0.414,0.404,0.0499,0.271,0,0.224,0.152250916177426
"229","5T8EDUDqKcs6OSOwEsfqG7","classic rock,glam rock,rock",0.559,0.868,0.17,0.0475,0.000176,0.609,0.67431884200076
"230","1XwibYPLOXtPVAvoNwKgQQ","armenian folk,armenian pop",0.723,0.596,0.0444,0.872,2.23e-05,0.549,0.634607606417532
"231","1pUyZuge2qoSG1nzDxftQJ","bedroom pop,bubblegrunge,indie pop,norwegian indie",0.361,0.218,0.0338,0.911,0.000577,0.167,0.418040422115726
"232","3h3pOvw6hjOvZxRUseB7h9","bedroom pop,bubblegrunge,indie pop,norwegian indie",0.54,0.381,0.0347,0.0217,0.000687,0.343,0.671787863560039
"233","4677jRCDMa05jcA94EQ0hG","bedroom pop,bubblegrunge,indie pop,norwegian indie",0.518,0.777,0.0325,0.0328,0,0.749,0.770103813014009
"234","1M4Ud66z18wuIq3oOxqVHa","bedroom pop,bubblegrunge,indie pop,norwegian indie",0.511,0.806,0.0481,0.03,0.0465,0.41,0.709525793918298
"235","7yyJF1BYBaCifNmO1RGhv7","bedroom pop,bubblegrunge,indie pop,norwegian indie",0.472,0.627,0.0289,0.000427,0.574,0.172,0.68420988123399
"236","30Ud3cWrO221IW1N87UJ53","french synthpop,nouvelle chanson francaise",0.801,0.405,0.109,0.926,0.055,0.508,0.544062312321514
"237","2iPQyTGxQn49fGaqqrbH51","french synthpop,nouvelle chanson francaise",0.72,0.639,0.0538,0.0961,0.00327,0.331,0.47003885327679
"238","5WLjdhSY7kTiXIfUetbxDX","musica portuguesa contemporanea",0.385,0.482,0.0327,0.772,0.00633,0.197,0.648151098800083
"239","6nK8mVHeaBc2tJazCJcOJT","garage rock revival,indie garage rock,indie surf",0.397,0.753,0.0296,0.000488,0.802,0.561,0.316059762958242
"240","1Z88J2aTfSa1JzYUq7HoFu","chilean indie",0.526,0.181,0.0509,0.957,0,0.436,0.322273835933766
"241","2dA4j9HL8fJGFv9eeUY1Ij","caracas indie,venezuelan indie,venezuelan rock",0.215,0.799,0.0542,0.00307,0.512,0.0889,0.827574795621959
"242","1oMxupNpysPWP2u90mEyur","caracas indie,venezuelan indie,venezuelan rock",0.56,0.703,0.0339,0.0187,0.00624,0.589,0.384727107820907
"243","1P56A6mUH5HS0vSMeiJmY8","caracas indie,venezuelan indie,venezuelan rock",0.386,0.745,0.0726,0.0755,6.66e-05,0.37,0.172345536775791
"244","5yqd0SskUfG4SMUub2KTlj","caracas indie,venezuelan indie,venezuelan rock",0.47,0.925,0.0579,4.87e-05,0.0135,0.171,0.616829474561522
"245","2IKudinYPt5hFnQXVuaJRz","caracas indie,venezuelan indie,venezuelan rock",0.369,0.956,0.193,0.000585,0.102,0.371,0.684969787593916
"246","2Wn4EJNtOLWUkIxPGVB3YF","caracas indie,venezuelan indie,venezuelan rock",0.454,0.884,0.037,0.000991,0.0119,0.421,0.574507592935322
"247","0NV9M1gU7YJmVHrWqvhwlC","caracas indie,venezuelan indie,venezuelan rock",0.432,0.933,0.0389,0.000105,0.0785,0.334,0.801529617963206
"248","2s4YnUNEu5EH8xuAhK8BFX","caracas indie,venezuelan indie,venezuelan rock",0.423,0.906,0.0605,0.0149,0.289,0.188,0.62390150633051
"249","1fLChAFtCBoLy6OrwrDvn6","caracas indie,venezuelan indie,venezuelan rock",0.665,0.901,0.0536,0.0108,0.00168,0.81,0.562220397357487
"250","3GED2cVpSbla1MA83OhAqK","bergen indie",0.458,0.852,0.0468,0.00801,0.000324,0.587,0.733089019353099
"251","5aGwbjZf9oNOVm5UDASOEi","bergen indie",0.641,0.783,0.0323,0.289,7.37e-05,0.762,0.49469291203471
"252","4ydsVDcS24oss691fRaKGt","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.649,0.887,0.162,0.0495,0,0.701,0.426540342448124
"253","1EHKcDb2fBtQUb6qXUwnmo","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.396,0.868,0.226,0.00729,1.12e-05,0.579,0.696423537486671
"254","0IGQQDC8atLvQVuLD3dlQz","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.504,0.86,0.138,0.0301,3.82e-05,0.831,0.538565247766243
"255","0weFi2rjhF4mnhvZCA2zp8","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.468,0.772,0.131,0.0385,0,0.808,0.757957567809386
"256","6prBrhobK73Zi0YywjUSQu","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.369,0.902,0.228,0.00485,0.00303,0.749,0.727481645810097
"257","4F32PqWZOPn2l8148QSlsT","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.598,0.935,0.286,0.0683,1.62e-05,0.854,0.605394109500055
"258","3j50HCDAs7iPL1SSJiLUK4","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.563,0.832,0.0616,0.126,0,0.744,0.586414835333194
"259","4YuuLTmHmU4Ihn9gmCJsAR","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.477,0.942,0.171,0.0558,0,0.692,0.727708392062656
"260","10ospB2mDkoMnNYtNQyNrf","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.415,0.865,0.0504,0.0265,0,0.733,0.795143953228989
"261","0VlAVWUIri1saWZtM0wiJE","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.448,0.914,0.0445,0.0256,0,0.54,0.789273063770851
"262","2bchmoZbTf6MtCvWySNEXW","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.418,0.942,0.13,0.0176,7.72e-06,0.731,0.739817867604702
"263","19NDbouZRtiP0CJcgI593n","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.298,0.919,0.0789,0.00261,1.78e-05,0.587,0.892215862432436
"264","2S7Mw40QTnbxTMQTThc5Zp","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.365,0.91,0.348,0.0312,0.000896,0.512,0.971675103261469
"265","27QMwYqQ4ESPVSHMSLIiOD","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.458,0.918,0.118,0.0132,0,0.695,0.75815980095356
"266","6zXYVRa4oyQ84hAmk0wAhk","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.459,0.931,0.134,0.023,0,0.626,0.709446126316047
"267","579avJHxDcaykcSea1kBNU","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.563,0.942,0.0476,0.0045,3.17e-06,0.837,0.586831558175735
"268","35XOKY7RGDCCDO2ovxMMNt","anime rock,j-pixie,j-pop,j-poprock,j-rock,kyushu indie",0.579,0.855,0.037,0.0165,9.17e-06,0.823,0.283432815698195
"269","568nXF19QXYPZnQ6XSkuSH","cosmic post-rock,instrumental post-rock,post-rock",0.239,0.596,0.0311,0.0915,0.79,0.196,0.757283457328807
"270","4eJqzRN15DabYK4byfWghD","german pop",0.767,0.516,0.0619,0.134,0,0.786,0.34166370466607
"271","69gsaJeMTK3ecqotZJmGCh","french indie pop,french indietronica,french psychedelic,french rock",0.457,0.858,0.0454,0.47,0.000697,0.542,0.647630195246908
"272","41SMLBWXZM2qCenx23mPSh","french indie pop,french indietronica,french psychedelic,french rock",0.527,0.713,0.145,0.00243,7.3e-06,0.163,0.801909571143169
"273","6QEvbmv2euCQxX54gjlarO","french indie pop,french indietronica,french psychedelic,french rock",0.56,0.699,0.0346,0.0838,0.858,0.577,0.519199892142323
"274","07dzveLV70w93Da873kAYO","french indie pop,french indietronica,french psychedelic,french rock",0.326,0.966,0.194,0.541,0.875,0.124,0.788942136807658
"275","6AoaiAMVjKXiczu0hCrzot","french indie pop,french indietronica,french psychedelic,french rock",0.563,0.77,0.0659,0.125,0.835,0.427,0.635961955655787
"276","5Cm10vpLheDP415hvXKboH","french indie pop,french indietronica,french psychedelic,french rock",0.678,0.471,0.0268,0.525,0.783,0.151,0.359913713858486
"277","6zEgaPayZfeouzIsd7CuXB","french indie pop,french indietronica,french psychedelic,french rock",0.646,0.873,0.0319,0.305,0.543,0.515,0.323180820944
"278","0DxYwqYjjFp1HJpNNnOn2L","french indie pop,french indietronica,french psychedelic,french rock",0.676,0.585,0.0264,0.323,0.769,0.102,0.390555099339372
"279","3JynflcOndaaNi97xoUsCA","french indie pop,french rock,new french touch,nouvelle chanson francaise",0.731,0.781,0.141,0.075,1.55e-06,0.219,0.390469303460025
"280","0f0k0OJ9VbaLHX4J1t2qUy","irish rock,pop rock",0.545,0.797,0.0252,0.257,3.86e-06,0.852,0.332171003444092
"281","2IZZqH4K02UIYg5EohpNHF","irish rock,pop rock",0.307,0.635,0.0339,0.0154,0.00483,0.304,0.73975658483374
"282","0gEyKnHvgkrkBM6fbeHdwK","irish rock,pop rock",0.439,0.434,0.0265,0.0783,4.87e-05,0.204,0.297736214440672
"283","7JCKVhqAEmhXeYkCvfhfT6","musica portuguesa contemporanea,portuguese indie,portuguese jazz,portuguese rock",0.373,0.419,0.0397,0.847,0.189,0.408,0.109003664709704
"284","7GxdzgTT77MgRKB8kmaORn","ambient folk,art pop,indie folk,indie pop,indie rock",0.371,0.198,0.0324,0.79,3.66e-05,0.0996,0.544662883476939
"285","6fqVZogOXWFBuMEP4hfDLh","ambient folk,art pop,indie folk,indie pop,indie rock",0.509,0.494,0.0407,0.605,0.00879,0.231,0.396236012207528
"286","42A6ljL7QSLD4WkXaWjMMV","ambient folk,art pop,indie folk,indie pop,indie rock",0.406,0.362,0.0277,0.448,0.0152,0.108,0.277280025493633
"287","46Vogr8UvzcVPAgDvBpDIr","ambient folk,art pop,indie folk,indie pop,indie rock",0.418,0.273,0.0305,0.938,4.06e-05,0.0585,0.394428170464156
"288","1dOO3KYqbyiQUXnD9U2qI3","indie pop,indie rock,indietronica,la indie,modern rock,shimmer pop,vapor soul",0.467,0.531,0.0301,0.213,0.0246,0.317,0.463928961011901
"289","3bhgoiydVfrHlWNsXI9BE4","latin metal,rock en espanol,spanish metal",0.579,0.519,0.0293,0.0793,1.47e-05,0.407,0.176586304526345
"290","7bHJgY6FJUlFEi9jv9WDDP","cdmx indie,mexican indie",0.633,0.623,0.0267,0.0215,0.016,0.34,0.371894495581512
"291","3U34tMYhMbr6tBWZdCUp6f","latin alternative,world",0.638,0.784,0.0403,0.13,0.0139,0.963,0.292380100258613
"292","4WDTJ9s32mKOs87YJ1ZFUx","latin alternative,world",0.649,0.541,0.0295,0.688,0.0169,0.969,0.635955827378691
"293","1OkqhhiH4TEYtqxiSISYen","latin alternative,world",0.754,0.546,0.063,0.945,0.000277,0.966,0.634969174766206
"294","4roHl7eAKrZi8bQ7m3Mmt5","indie pop,la indie",0.376,0.449,0.0688,0.176,0,0.348,0.623239652404123
"295","1PDcq5HSN2r78TSim0TMHz","indie pop,la indie",0.622,0.449,0.025,0.0927,0,0.325,0.32305212712498
"296","48j8SeUleA9cCPcjUNMqP3","indie pop,la indie",0.496,0.818,0.0438,0.0018,2.99e-06,0.652,0.721708808785498
"297","6tUejaw8c0HZDg9TM4lXXf","indie pop,la indie",0.33,0.871,0.232,0.0365,0,0.123,0.763264655774676
"298","6TJv1Np1Qzps2dR7oB3m5K","indie pop,la indie",0.858,0.796,0.0458,0.0639,0.000613,0.857,0.543853950900244
"299","6N3aShaAM8V6valfHIFVOr","indie pop,la indie",0.509,0.883,0.0529,0.00681,1.8e-06,0.863,0.966637659488412
"300","7mE57yFVWevAttx4HvLZKi","australian indie,australian pop,indie soul,vapor soul",0.529,0.626,0.049,0.158,0.587,0.231,0.439544546446212
"301","7mZmMF0uTsMRrDFR8uByDb","rap espanol",0.283,0.801,0.0316,3.74e-05,0.412,0.893,0.975180477760483
"302","0Rz33FuYUwWW0pcw2v9gI9","new orleans jazz",0.818,0.639,0.165,0.0172,0,0.886,0.408719312652441
"303","3ej9CjmXF3FvJDmWP0us2m","nouvelle chanson francaise",0.624,0.746,0.0326,0.49,0.00104,0.445,0.611461103825271
"304","1Bg9ht9Jh4FDZ4ZqiDfzqy","nouvelle chanson francaise",0.736,0.456,0.0406,0.629,0.0023,0.34,0.255855568765397
"305","54mFoJPjiQkgCb3Ium4yoJ","chanson",0.387,0.361,0.0354,0.649,4.21e-06,0.631,0.723492137420486
"306","0KyGkfGx6wIA1N3r7KsoqD","basel indie",0.586,0.246,0.0359,0.877,0.00224,0.173,0.376319111644952
"307","2Wm9L8AVKOjGpwI3rb6sZF","basel indie",0.401,0.206,0.0366,0.896,0.224,0.179,0.512814227408107
"308","34UANp5qxDg6YcgrlDeILZ","belgian pop",0.841,0.535,0.122,0.0956,0,0.38,0.605142850139112
"309","4HuwDmSIQOErO4PDvQfJLF","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.62,0.643,0.0327,0.00186,0.00279,0.295,0.416067116890757
"310","1VSsfA5Z37dSNPqiK5dxmM","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.638,0.951,0.109,0.00321,0.000126,0.487,0.458321587468899
"311","7uC4e7YPTdwZbC3MrOAoaK","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.539,0.747,0.0441,0.00421,5.66e-06,0.281,0.487731189253453
"312","7vE1KjFpBaQuQ5sGHPAbRZ","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.599,0.455,0.0355,0.0983,0.00134,0.116,0.19446861709299
"313","2Op4ZsPRRXDjbsYjoHEyg9","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.642,0.689,0.04,0.0837,0,0.245,0.482417973011068
"314","59lq75uFIqzUZcgZ4CbqFG","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.543,0.808,0.0632,0.0429,1.64e-06,0.299,0.574850776452708
"315","5AozgGtATNJi2Yx5Vb2InS","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.568,0.708,0.0601,0.00793,0.000528,0.214,0.499332017796517
"316","2jqXMPVgFF0O1ymUSiyOCk","dance pop,electropop,indie poptimism,metropopolis,pop,pop dance,uk pop",0.566,0.663,0.0342,0.00326,0,0.186,0.440169630710022
"317","0q6PxYJRemnmMr9csRXTIl","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.605,0.777,0.0427,0.102,0,0.305,0.482681488926203
"318","7uZLhs41MytrfveI3epMgc","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.638,0.862,0.0321,0.0368,0.00121,0.636,0.519788206743556
"319","6n2oboaJEBdg55larZcH9d","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.599,0.525,0.022,0.103,0.00983,0.411,0.305016607630931
"320","72M6bRi8J59AsdQBB5aQHW","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.555,0.676,0.034,0.181,0.000167,0.638,0.447511306671242
"321","6fefx5QQvXaVOPCflWsQQi","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.582,0.942,0.047,0.0103,3.92e-06,0.551,0.38736839524936
"322","2madhIZgRsvGBGyjSOnlMl","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.684,0.663,0.0464,0.0812,0.0247,0.558,0.237482994031058
"323","6uwfRXFaXWBFrFVqPFF95B","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.393,0.797,0.093,0.0585,1.67e-06,0.581,0.455808993859466
"324","735z7cXQJTF2eKFVwQdHUG","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.643,0.676,0.0394,0.0338,0,0.62,0.359012857125348
"325","4TZjQKc1o5vS6ajLD2UOki","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.438,0.649,0.0374,0.639,0.00475,0.26,0.850758067876797
"326","3qjF2EzZ7Kx0VD1AooRFjy","australian indie,australian pop,fremantle indie,metropopolis,perth indie",0.6,0.877,0.11,0.076,9.75e-05,0.921,0.70857591096839
"327","0z3Sa7vtRfn4ywaHzZzBLK","folk-pop,indie pop,metropopolis,modern alternative rock,modern rock,pop rock,stomp and holler",0.57,0.866,0.0344,0.00332,0.000709,0.477,0.218987853754795
"328","3AF6JW5zzVmSkQWIKMVYqh","folk-pop,indie pop,metropopolis,modern alternative rock,modern rock,pop rock,stomp and holler",0.495,0.546,0.0422,0.0182,5.26e-06,0.205,0.268455306475138
